comments,topic,sentiment,type
I had quite a bit of credit card debt that piled up from interview season through moving costs and more as things have come up during residency and my credit score isn t great because of high card balances I supported myself through medical with loans part time jobs but as a resident my time is exponentially limited and the ability to make extra money nearly non existent Parker B and everyone at Panacea were able to offer me a loan with fair repayment terms and an interest rate much better than any credit card or other personal loans I had shopped around for The process was easy and once my identity and status were verified I signed my loan documents and funds were in my account hours later I have so much peace of mind now that I was able to consolidate my debt Moving into a new chapter now where I ll be making a much higher income I ll be able to pay down this loan and manage my finances and start to focus on building savings and investments something I have been unable to do as a resident Thank you Panacea I will definitely look to them again in the future for other loan and banking needs should they arise ,"high card,medical loan,extra money,existent parker,fair repayment,better credit,personal loan,easy identity,much peace,new chapter,higher income,able pay,unable resident,future loan",POSITIVE,information
Had great experience with Raquel who was very responsive to our loan needs ,"great experience,responsive loan",POSITIVE,appreciation
Great Customer Service Timely responses went the extra mile to explain and answer all questions ,"great customer,timely response,extra mile",POSITIVE,information
Easy transaction The ey are very helpful Answered all my questions ,easy transaction,POSITIVE,appreciation
The bankers and staff were helpful responsive and extremely professional in all interactions ,professional interaction,POSITIVE,information
Very proffesional employees Everyone was very polite and calm Got my money so quick ,"proffesional employee,polite calm",POSITIVE,information
Got approved and funds disbursed in days Excellent customer service that is available ,excellent customer,POSITIVE,appreciation
Very speedy and friendly staff Great service that could help out many medical students ,"friendly staff,great service,medical student",POSITIVE,appreciation
Great service and very nice customer care They always respond to my queries ,"great service,nice customer",POSITIVE,appreciation
Customer experience was amazing Very prompt ,amazing prompt,POSITIVE,information
The services I received is excellent and expedient I am truly grateful,excellent expedient,POSITIVE,information
My banker was amazing and kept up with my progress on the application the entire time ,entire time,POSITIVE,information
Fast quality and professional My sincere recommendation ,"fast quality,sincere recommendation",POSITIVE,appreciation
A very streamlined process for loan application Made it very simple,streamlined process,POSITIVE,information
Unfortunately I did not have a good experience with Panacea I am a medical doctor and full time faculty at UCSF for years with credit score above without even one late payment or any red flags on my credit history and still they rejected me for a loan First they told me my Equifax credit report shows that I am actively under credit counseling even though the report showing that the accounts were paid off and close Anyhow it was a small mistake by Equifax which was obvious But after they rejected me and I put star here Dr Palmer contacted me and told me if I correct it they will approve my loan After two months contacting to Bureau and banks I corrected the error and they again rejected me This time they said they cannot approve me because when I was resident in I paid my debt by a credit counseling company I didn t consolidate my debt meaning that I did not go through debt forgiveness and paid off all my debts without even one late payment during my residency Back in when I was struggling as a resident I had no choice but to pay off my debts mainly due to paying expensive books and academic activities gradually and Chase bank and Experian credit company representatives told me it s the best way to pay without any bad effect on my future credit and the only set back was that I couldn t get any loan untill I pay off my entire debts which I did even years sooner in After that I was able to get home mortgages and multiple personal loans and car loans ovell over million dollars Not even once anyone told me that is a bad effect and not even once I was rejected for a loan because of my history of paying my debts fully with a company But now that I saw the advertisement about Panacea saying they are here to help doctors and they understand what difficult way we endure during our decades of study I decided to try if I can get a loan so I can invest I actually didn t need it But it really hurt me that this company which is supposed to support doctors rejected my application for an illogical reason Just because I decided to pay my debt years ago via a company based on the bank and credit companies suggestion They told me I have to apply next year so it must be years after I paid my debt It s not a bankruptcy or debt resolution that put negative effect for years I should not have any problem getting a loan after finishing my debt via counseling When I compare Panacea with other companies and banks that I was able to get over million loans over the past years I cannot give them more than star They ejected me based on something that they didn t even put on their advertising that they have this kind of unrealistic criteria for loan otherwise I would have never applied ,"good experience,medical doctor,full time,late payment,red flag,small mistake,correct approve,late payment,expensive book,academic activity,experian credit,best way,bad effect,future credit,entire debt,personal loan,bad effect,advertisement panacea,difficult way,illogical reason",POSITIVE,information
Seamless experience Straight forward safe and fast ,seamless experience,POSITIVE,appreciation
We had a very good experience many thanks to Raquel ,"good experience,many thanks",POSITIVE,appreciation
This is the best app for your easy transactions ,easy transaction,POSITIVE,appreciation
Easy process excellent service highly recommended ,"easy process,excellent service",POSITIVE,appreciation
Great experience as usual Keep it up ,"great experience,usual keep",POSITIVE,appreciation
This Great I hope Enjoy it,great hope,POSITIVE,appreciation
Easy to work with friendly and efficient ,easy work,POSITIVE,appreciation
Great service Thanks a lot ,great service,POSITIVE,information
excellent I trust the app,excellent trust,POSITIVE,appreciation
Excellent Very nice bank ,nice bank,POSITIVE,appreciation
Working with Panacea Financial has been a delight and the process of applying for a Medical Student PRN Loan was simple and quick I love that the underwriting is written clearly on the website so that there are no surprises after applying for the loan There is no compounding interest and the repayment plan is reasonable There are also no penalty fees for repaying back the loan early The interest rate is fair especially for medical students who might not have been able to apply for a residency relocation loan at other banks without a cosigner Panacea Financial has given me the financial security to relocate to my residency while also redistributing the money I have on my high interest credit cards to an account with a lower interest rate It is rare to find any company that understands the position of medical students and their ability to fund their transition to residency ,"medical student,quick love,early interest,medical student,financial security,high interest,lower interest,rare find,medical student",POSITIVE,appreciation
Easy process good communication with customer service Great experience overall and will be using them for my banking moving forward ,"easy process,good communication,great experience",POSITIVE,appreciation
I initially thought that my student loan refinancing would be a tedious process but Panacea Financial made the process a relative breeze I appreciated having a Primary Care Banker who would contact me as needed throughout the process rather than having to continually log into a website to check my status and upload documents I would highly recommend Panacea Financial to other healthcare providers ,"tedious process,primary care,financial healthcare",NEGATIVE,complaint
Working with the Panacea Financial team was a delightful experience I was immediately connected to a Primary Care Banker who personally assisted me answered my questions throughout the process via email and was extremely responsive polite and helpful a nice change of pace from typical online bot experience The team was thorough and made sure I knew all relevant details while also being efficient and keeping the process streamlined so I could get the extra money I needed to transition to residency ,"financial team,delightful experience,primary care,nice change,online bot,relevant detail,efficient keeping,extra money",POSITIVE,information
Helped me with expenses of moving and security deposit and first last month rent at my new place Would not have been able to do this without them love them ,"last month,new place",POSITIVE,information
I was very impressed with their professionalism Parker B was very helpful throughout the process I will highly recommend them ,impressed professionalism,POSITIVE,appreciation
Parker was incredibly helpful throughout the process Felt like he was invested in my loan application and was responsive to emails even after business hours ,responsive email,POSITIVE,information
Panacea Financial is an institution that is truly helping physicians with their financial needs when it comes to prn loans Easy application process with a personal banker helping you every step of the process I can say I m looking forward to being with Panacea for a long time especially when it comes round to using their student loan refinance consolidation for my medical school loans No hidden fees everything upfront as advertised This place respects your decision and investment in yourself to be a physician and are trying to help you not be burdened financially while completing residency ,"financial institution,financial need,easy application,personal banker,long time,medical school,hidden fee",NEGATIVE,information
Personal banking with a personal touch Had a single person I communicated with throughout my signup and onboarding and also have a concierge desk to reach out to PRN which is nice Good quick communication ,"personal banking,personal touch,single person,quick communication",POSITIVE,information
The panacea team was very helpful and the process was streamlined Highly recommend it,helpful process,POSITIVE,appreciation
We recently refinanced our practice loans with Panacea and we couldn t be happier with the attention to detail and excellent customer service Not only were they the most competitive on rates but their customer service is unapparelled We switched to Panacea from a big bank and WOW what a difference Brandon Shannon and Raquel were all so responsive and helpful during the process We are thrilled to be customers of Panacea and look forward to doing more business in the future ,"happier attention,excellent customer,competitive rate,helpful process",POSITIVE,appreciation
I worked with Brandon Finazzo late last year on the purchase of a dental practice in Spicewood Texas From the very start he was incredibly informative and trustworthy I have applied for both home and practice loans in the past which were both cumbersome processes but Panacea Financial made the process as smooth as possible Brandon helped me through the steps and I believe truly had my best interest in mind throughout the entire process He was able to answer questions quickly and was always available either through phone text or email I would highly recommend Brandon and Panacea Dr Richard Donkersgoed Bee Creek Dental Forest Family Dentistry North ,"last year,dental practice,cumbersome process,best interest,entire process,able answer",NEGATIVE,information
This is my second time working with Panacea Financial utilizing the resident personal loan and I am very satisfied with this loan product application approval process and service Alex Kugler and his time are timely and professional I reached out to Alex Kugler less than a week ago with my needs and I was approved for the loan and disbursed funds yesterday Not only that there are very few loan products that all interest only payments for years with no early re payment penalty Will definitely reach out to Alex Kugler and his time in the future for all my personal loan needs ,"second time,personal loan,satisfied loan,early payment,personal loan",NEGATIVE,information
Alex and Raquel are the best I applied for the M PRN loan and despite technical difficulties funds were in my account in about a week I was able to pay off all of my credit cards and consolidate debt with an interest rate that is practically a third of what it was before My credit score actually jumped several points within a week I highly recommend panacea to anyone looking to consolidate debt This is a really special opportunity for those of us in medicine with unique financial needs Five stars ,"technical difficulty,third credit,several point,recommend panacea,special opportunity",NEGATIVE,complaint
They did a great job of being available and helping with the whole process I was able to call at any time with my crazy schedule as a resident and they were very respectful and helpful ,"great job,whole process,crazy schedule",POSITIVE,information
I first contact Panacea to Understand the Loan process Mr Burnett soon called me back with all the information I needed He conducted the process patient and professionally I got the loan so fast that I couldn t hard believe that was true Thank you Panacea for helping me achieve my goal ,"first contact,conducted process,true thank",POSITIVE,appreciation
Very helpful and thorough and easy to get an account open and loan approved A great option for any physician in training ,"open loan,great option",POSITIVE,appreciation
Today after many months of searching several hits to my credit score for hard pulls and even more denials for having too large of a debt to income ratio I finally successfully refinanced my private student loans with Panacea Financial Panacea Financial is the real deal They offer a personal banker no hard credit check minimum monthly payment of while in school residency or fellowship among many other great financial instruments Irregardless of being in the digital age this company has not lost sight in the value of customer service If you are a medical professional with student loan debt then I would seriously consider Panacea Financial to service your loans ,"many month,several hit,large debt,private student,real deal,personal banker,hard credit,monthly payment,financial instrument,digital age,professional student,financial service",POSITIVE,information
I had a financial need during residency and I applied for a personal loan through Panacea Financial as a resident physician The process was easy I spoke to a representative on the phone and communicate via email and text message throughout the days that it took to complete my application and underwriting and within hours the loan money was disbursed into the Panacea checking account I created I then was able to easily send money via wire transfer and Zelle to my other bank accounts as well as consolidate some credit card debt with direct payments to credit cards from the Panacea account It was all extremely easy and straight forward This really helped me out a lot and I am very fortunate that this company has provided loans to residents like myself who have a financial need with a temporary low income ceiling ,"personal loan,resident physician,representative phone,complete application,direct payment,fortunate company,low income",NEGATIVE,information
The process with Panacea financial was straight forward I refinanced my student loan and also opened ban account with them It is such a relief to deal with a reliable company that puts my needs first Mrs Powers was my primary banker and she made this process extremely manageable considering that my time is very limited The communication was excellent and I was updated constantly about my application process I had a great experience and will recommend this company ,"reliable company,primary banker,limited communication,great experience",POSITIVE,information
Excellent experience from start to finish Straightforward application process easy document upload good communication throughout Funds disbursed same day as approval Whole process took less than hours including a holiday Would recommend to anyone needing customized personalized lending banking services Will definitely use again in the future Alex Kugler is an all star ,"excellent experience,straightforward application,easy document,good communication,whole process,personalized lending",POSITIVE,information
Best experience I have had with a bank so kind quick and responsive They did as they said they would in a timely fashion ,best experience,POSITIVE,appreciation
I am so grateful for Panacea As a medical student in her final year I have a lot of expenses related to residency application and relocation Panacea made getting a personal loan very easy All communication was prompt and friendly The application process was simple The terms were very reasonable for a student transitioning from medical school into residency There are no payments for the first year and payments during residency are low Funds were distributed quickly I would recommend this to any of my friends in the medical profession ,"grateful panacea,medical student,final year,personal loan,easy communication,friendly application,simple term,reasonable student,medical school,first year,low fund,medical profession",POSITIVE,appreciation
I highly recommend Panacea Financial I have no conflicts of interest and I m not getting paid to write this review I found Panacea Financial by accident while looking for a physician personal loan Their rates beat competitors rates their staff was prompt and professional and the process was very simple Excellent communication Available any time that I had a question After being approved for a loan I looked at their student loan refinancing rates which also beat the competition and saved me APR on dollars Done Mic drop Transferred over Haven t regretted it at all Strongly strongly recommend ,"recommend panacea,write review,financial accident,personal loan,professional process,excellent communication,available time,mic drop",POSITIVE,information
Attending physician borrowing in order to consolidate debt The process was simple transparent and was very straightforward Raquel my agent was super helpful in navigating the process and in a day the money was available Would highly recommend ,straightforward raquel,POSITIVE,complaint
Parker was very efficient and professional He was on top of everything and made the process smooth Thank you for a wonderful service Parker ,wonderful service,POSITIVE,information
Parker was very helpful Working with panacea was fast and easy ,helpful working,POSITIVE,appreciation
Very smooth and easy process Had the chance to work with Raquel Powers and she kept me updated every step of the way and got back to me with all my questions immediately ,easy process,POSITIVE,appreciation
Applying for the PRN loan as a fourth year medical student as well as opening a Panacea checking account was incredibly easy My primary care banker Raquel has been incredibly helpful throughout the whole process Highly recommend ,"fourth year,medical student,primary care,whole process",POSITIVE,information
I ve never had such a pleasant loan banking experience My primary care banker Parker Beller responded to my inquiries promptly and kept me updated throughout the process There was a technical difficulty initially however they were able to solve it promptly Now I can pay off my credit cards and have my residency moving expenses covered For those who don t have the luxury of a co signer or a financial safety net to catch them I recommend Panacea They truly understand what it s like to be in this position,"pleasant loan,primary care,technical difficulty,able solve,financial safety,net catch",POSITIVE,information
Great institution and remarkably quick service The whole process took less than three days including a full weekend and I received quick and helpful assistance from the Concierge team and my Primary Care Banker Alex ,"great institution,quick service,whole process,full weekend,helpful assistance,primary care",POSITIVE,information
Excellent experience I had an excellent experience using panacea financial I was able to apply for and be approved for a loan and have money in my account within just a couple of days The terms and interest rate are fair This is an excellent resource for residents or fellows who need a personal loan ,"excellent experience,excellent experience,excellent resource,personal loan",POSITIVE,appreciation
 stars was an easy decision when bankers like Alex make the process smooth and painless As a Doc my time is precious and this company really respected that alex made himself available at crazy hours for business as late as Midnight to help me get funds quick I couldn t believe the coustomer service and flexibility I will without a doubt use Panacea for future banking thanks to Alex ,"easy decision,precious company,crazy hour,late midnight,future banking",POSITIVE,information
Panacea helped me pay off high interest credit cards and other lines of credit to consolidate into one easy payment My primary care banker has been so helpful and welcoming to Panacea and I feel that my situation like so many others in my position has been treated fairly with credit lending and banking at Panacea I will be recommending them highly to others,"high interest,easy payment,primary care,many others",POSITIVE,information
Loan approval process tailored for physicians Set up was very easy Representative was very friendly Funds disbursed within a few days whole process took just a few days Will update my review once I start making some payments ,"easy representative,friendly fund,whole process",POSITIVE,appreciation
I recently worked with Parker He was excellent very courteous and professional He also followed up multiple times after my loan was approved making sure there was nothing I needed Excellent service ,"courteous professional,multiple time,excellent service",POSITIVE,appreciation
Amazing and fast personalized service They communicated extremely well every step of the way of my student loan refinance They refinanced me after several lenders turned me down Parker Beller was the best Very helpful and always available Will recommend them to all my friends and colleagues ,"personalized service,several lender,recommend friend",POSITIVE,information
Bankers were very responsive with opening account and getting physician PRN loan,responsive opening,POSITIVE,information
Panacea was fast efficient and so kind I filled out the application and minutes later they began to process it even during a holiday week I received my disbursement within two days I am a first generation college and medical school graduate from a middle class family I did not have adequate financial support during medical school and Panacea helped me consolidate my personal debt that I accumulated during that time I cannot thank them enough Awesome bank to support growing physicians Raquel Powers is a gem ,"efficient kind,first generation,medical school,middle class,financial support,medical school,personal debt,awesome bank",POSITIVE,information
I came upon this financial group just by chance and WOW What an amazing experience From the first phone call everyone was professional and kind The process was quick and easy Thank you all and especially Alex for a wonderful experience and never once making me feel I was unworthy of borrowing money ,"financial group,amazing experience,first phone,professional kind,wonderful experience",POSITIVE,information
We were very pleased with Panacea experience They handled our case with patience skill speed and professionalism Response times on communications are a massive priority for us and Panacea more than fulfilled their obligations and helped us keep the ball rolling Despite the increasing complexity of our financial project Panacea provided consistent and thoughtful approaches strategies and expertise to help us achieve our goals ,"pleased panacea,massive priority,financial project,thoughtful approach",POSITIVE,appreciation
I am a resident physician living in an expensive city with a baby and used panacea for a PRN loan to help subsidize costs I was amazed by how responsive they were and how easy the process is I had the in my account within days of applying and I even applied over a holiday Could not recommend Panacea enough for other physicians in a similar situation ,"expensive city,easy process,enough physician,similar situation",NEGATIVE,information
Very nice I love how attentive their customer service is,"nice love,attentive customer",POSITIVE,appreciation
They are awesome super fast and employees go above and beyond to help you ,fast employee,POSITIVE,appreciation
Great rate easy underwriting whole process took under hours no fees quick with response Would def work with again ,"great rate,easy underwriting,whole process,quick response,def work",POSITIVE,information
My experience was so goodAlex is super kind and helpful I will surely recommend the service to any physicians at any level,super kind,POSITIVE,appreciation
I applied for the Residant PRN loan for the process was easy everything was online you will be assigned to a banker who we ll help you with everything Mr Parker Beller was my banker he was very professional and great All the process took about days to complete Now I pay off my credit cards and can have a break till I finish residency ,"residant prn,great process,complete pay",POSITIVE,information
The process for PRN loan was quick and seamless My banker Alex as well all the staff that I spoke with regarding my application was accommodating and helpful In less than a week I was able to get the funds It would have been faster if not for some delay on my part ie submitting documents and my credit freeze that I have to lift It is also helpful that the concierge is available It worked well with my schedule ,"seamless banker,helpful concierge,well schedule",POSITIVE,information
Great experience My banker was Parker and they are very prompt on answering my questions and concerns Whole process was very quick and easy First time taking a loan and I am very glad I chose Panacea ,"great experience,whole process,first time",POSITIVE,appreciation
Excellent experience As a new private practice physician with personal loans needing consolidation Panacea has been quick and efficient in helping my wife and I organize our finances Would recommend to any fellow young physicians out there ,"excellent experience,private practice,personal loan,young physician",POSITIVE,appreciation
Panacea Financial definitely stands by their slogan of Banking built for doctors by doctors I cannot say enough of Alex Kugler my Primary Care Banker he went above and beyond to assist me during the lending process was understanding of my unusual circumstances and made himself available through email phone calls and even text messages I have never had such a pleasant and easy banking experience and will definitely do business with Panacea Financial in the future ,"primary care,unusual circumstance,available email,easy banking,financial future",POSITIVE,information
I can t recommend Panacea enough for other residents in need money for debt consolidation major life changes etc They were straightforward and the process was simple My personal banker Parker was always available to answer questions both via email and phone ,"enough resident,major life,straightforward process,personal banker,available answer",POSITIVE,information
My credit score was the lowest it has ever been Taking out a personal loan with Panacea to consolidate my high interest credit card balances was the best decision I made My application was being processed even on weekend days My balance was approved by the end of the week This is the bank made by physicians for physicians because they understand how demanding our job is and make the process as painless as possible ,"personal loan,high interest,best decision",POSITIVE,information
Panacea financial has been a life saver over the past year especially given the hardships faced during this pandemic Getting loans from Panacea to help with my transition from medical school to residency was one of the easiest financial transactions I have done The application can be filled in no time The interest rates are quite reasonable The bankers especially Alex Kugler have been fantastic Moreover the turn around time for disbursement of funds is remarkably quick Medical professionals everywhere should certainly turn to Panacea first for all their small medium loan needs Great resource for students professionals with urgent financial needs ,"financial life,past year,medical school,financial transaction,reasonable banker,alex kugler,medium loan,great resource,financial need",POSITIVE,information
The website is very easy to use like it,easy use,POSITIVE,appreciation
Raquel is the absolute best So easy to work with and quickly responds to texts calls and emails She was able to answer all of my questions and help me gather the items needed for loan approval This company is truly a lifesaver for fourth year medical students trying to manage their finances ,"easy work,able answer,fourth year,medical student",POSITIVE,information
Top notch personable customer service Smooth experience I m grateful to work with Panacea ,"personable customer,smooth experience,grateful work",POSITIVE,appreciation
Amazing people Great customer service and I got my money so insanely fast They should run the world,"amazing people,great customer",POSITIVE,appreciation
I requested a PRN loan with panacea the service was outstanding I got funding immediately after submitting the very simple paperwork The follow up was extremely good they are very respectful of the lack of time as resident we have The interest rate I got was awesome This loan will decrease the amount of stress I was going through and help me to focus in my work I really appreciate their service ,"simple paperwork,respectful lack,awesome loan",POSITIVE,information
Raquel is awesome So helpful friendly and timely I would definitely recommend Panacea to anyone needing a loan or looking to open a new account ,new account,POSITIVE,information
Unparalleled communication efficiency and client service Panacea Financial should be the new standard in online banking It has been a pleasure to work with Ms Powers and everyone on the Panacea team Thank you again ,"unparalleled communication,online banking",POSITIVE,information
Needed a personal loan for some debt consolidation and house repairs I applied at pm on a Thursday and had full funds in my account the following afternoon less than hrs Everything was very fast and easy The banker called to confirm funds were delivered and to give his cell in case there was any issue Recommend I ve never worked with a bank who responded so quickly or moved so fast ,"personal loan,full fund,easy banker",POSITIVE,information
Amazing experience My primary banker Raquel was extremely helpful with every step As a resident doctor schedule could get very hectic and having some available for your financial needs is priceless Also the application process is very fast And interest is the lowest I ve seen Highly advising to use it if you have a need in loan ,"amazing experience,primary banker,financial need,fast interest",POSITIVE,information
I had a great experience working with Panacea Financial My primary care banker Alex was the absolute best The process was easy stress free and reliable I would definitely recommend this company for any resident physician needing a loan to get you through residency ,"great experience,primary care,best process,easy stress",POSITIVE,appreciation
My experience has been great the applications were very simple and team was very timely Alex my primary care banker has been great Texting with me because that s my best means of communication and responding to all of my questions I am very surprised how quickly they funded my loan I look forward to my continued relationship with Panacea,"great application,simple team,primary care,great texting,mean communication",POSITIVE,information
I am a current MS applying into residency and many banks give me a hard time about using my cost of living financial aid as verifiable income let alone the debt to income ratio Panacea and Alex specifically were so understanding kind and respectful that they didn t even bat an eye when I applied for this loan I simply uploaded proof of enrollment at my medical school and the process thereafter was effortless I am extremely thankful for having found them ,"many bank,hard time,financial aid,verifiable income,medical school",NEGATIVE,information
Everyone at Panacea Financial have been very personable and quick to respond with any questions i had throughout the process They made obtaining the loan to refinance my school loans painless and super easy If you are in the need for any type of loan I would not hesitate in using Panacea Financial Wonderful Experience ,"quick respond,easy need,wonderful experience",POSITIVE,appreciation
Application process was very straight forward and the approval was done in less than hrs which was great Was able to have a personal banker keep me in the loop regarding anything documentation needed and any changes ,personal banker,POSITIVE,information
Couldn t have asked for a smoother process to obtain a personal loan to help with expenses to complete residency Raquel Powers is the bestPrimary Care Banker maybe I m biased but she went above and beyond to be considerate of my time and be available for questions Cannot thank her and Panacea enough Proud to be supporting a financial service company for doctors who was also created by doctors ,"smoother process,personal loan,complete residency,available question,financial service",POSITIVE,information
Alex and his team at Panacea Financial had been amazing They have a very quick efficient and one of the best customer service They make the whole process simple convenient and straightforward with their utmost professionalism Highly recommended,"best customer,whole process,utmost professionalism",POSITIVE,appreciation
My advisor Parker was super helpful He was quick to respond easily accessible by phone and email and answered all questions I had in a way that was simple and transparent Like most medical students in this awful financial situation I was skeptical of a system like Panacea which seemed catered to those in my position However time and time again they ve proved me wrong and have been nothing but supportive and trustworthy I can t thank them enough for helping me with this financial burden during my fourth year ,"quick respond,accessible phone,medical student,financial situation,skeptical system,catered position,financial burden,fourth year",NEGATIVE,information
I m so grateful for Panacea They made it possible for me to finally pay off my credit card debt with the best interest rate I could find repayment options that work for me and through a simple and stress free process I loved having a personal care banker who was very responsive and who I could go to with any questions I had Couldn t have asked for a better loan experience ,"grateful panacea,best interest,simple stress,free process,personal care,better loan",POSITIVE,appreciation
As a busy fellow psysician I don t have time to worry about money issues I just need solutions Panancea was wonderful from start to finish and the funding was super fast They are an asset to medical professionals nationwide ,"wonderful start,fast asset,professional nationwide",POSITIVE,appreciation
Probably I never had so efficient experience in the financial field The efficiency and availability of Raquel were simply amazing For me the best consumer service experience by far Thanks a lot y all ,"efficient experience,financial field,best consumer",POSITIVE,appreciation
This bank knows exactly what the struggle of being an MD with no money and little salary is Their savings account has the highest interest rate you can find and the student loan refinancing is the lowest Highly recommend ,"little salary,highest interest",NEGATIVE,appreciation
Panacea has made every step of the banking experience easy with excellent customer service and friendly employees Would recommend their services to any physician or physician in training ,"excellent customer,friendly employee",POSITIVE,appreciation
Came across this company incidentally Easy and quick to enroll apply Timely responses from company Everything can be done online Amazing rates ,"quick enroll,timely response,amazing rate",POSITIVE,information
The process with Panacea Financial could not have been easier I filled out the application online in a few minutes I was then contacted promptly by a loan officer concierge and they kept my wife and I updated and provided guidance through the entire process After that I was asked to show a few documents and in just over hours the money was available in my account Simple and efficient ,"online minute,entire process,available account",POSITIVE,information
Excellent experience and customer care Very helpful with all questions and fast funding available ,"excellent experience,helpful question,fast funding",POSITIVE,appreciation
I am a second year medical student and heard about Panacea while listening to the Short Coat podcast I decided to try it out and was quite skeptical since it isn t one of the large banks although it is a division of Primis Financial Corp Here s what I think after regularly using Panacea for a little over one month Pros No fees associated with EFT ACH transactions and free transfers with Zelle This is the main reason I opened an account since it allows me to send and receive funds between my trading accounts crypto and stock and bank account My large bank charges per transaction Note wire transfers still have a fee and the trading crypto platform you use may still have a fee Customer support Amazing customer support They always respond within hours even on the weekends and are always so helpful This is another one of the main reasons I switched since they were always quick to answer any of my questions I hope they continue this as they grow Free nationwide ATM use I was unfamiliar with this and got a little upset when I went to an ATM for the first time and was charged a fee from the ATM I was using I thought Panacea was using deceptive wording to make it seem like its free since they don t charge a fee and just left out that the ATM company will charge you Thankfully I was refunded the but it took nearly weeks to receive the refund Cons I have come across a few online purchases that would not accept the Panacea debit card Although rare it has occurred and if I switched to my large bank debit card the transaction would go through The website and mobile app UI is not the greatest Although simple to use for basic things like checking you transactions it is not as friendly or organized I feel when trying to do things like finding and quickly copying your account router Overall I love Panacea so far but I do not know if I am comfortable yet with fully switching I think in the future I may but for now it s a great accessory account and I will most likely utilize their loan consolidation once I am a th year ,"second year,medical student,short coat,large bank,free transfer,main reason,large bank,amazing customer,main reason,quick answer,nationwide atm,first time,deceptive wording,online purchase,large bank,mobile app,basic thing,overall love,great accessory",POSITIVE,information
My care banker is always available and answering all my questions The documents were easy to provide which was so convenient They are very fast On the contract everything is clearly mentioned I am really thankful to my care banker and the team ,"fast contract,thankful care",POSITIVE,appreciation
My wife and I were both in tremendous credit card debt that resulted from residency applications living years apart as residents and we started to accumulate a lot of interest while we continue our training We tried to look for options for physicians and stumbled upon Panacea They were very kind to answer our questions and explain to us the process Both Ned and Raquel were extremely helpful and informative and understanding of our situation I will recommend Panacea for all healthcare physicians undergoing financial hardship as they are very efficient understanding and have great interest rates that are impossible to find ,"tremendous credit,financial hardship,great interest,impossible find",POSITIVE,complaint
The employees are great EXTREMELY responsive and it seems like someone is there to get back to you all the time even when you decide to rethink your financial life overnight on call ,"back time,financial life",POSITIVE,information
Both the efficiency of the process and the quality of the personal service were unparalleled in my experience Within a half hour after I submitted the application I had a personal banker send me an email about the application not a copy paste pre made email On the same afternoon I had the money already deposited in my account And interspersed throughout that small window of time I had several emails again personal emails updating me on every stop of the process Signing the note was all electronic Interest rate was significantly lower than the two loans I consolidated with the money The icing on the cake is that I m paying interest only until I finish residency with no prepayment penalty so I can throw more at it during residency if I want and then pay it off once I graduate I ve never been given so much financial breathing room with so little effort ,"personal service,unparalleled experience,half hour,personal banker,small window,several email,personal email,electronic interest,financial breathing,little effort",NEGATIVE,information
My partner used Raquel for his loan As he said she has been communicative and efficient when it came to getting documents submitted and updating us along the way Great experience and would look here first for any future needs ,"communicative efficient,great experience,future need",POSITIVE,appreciation
The customer service was great and provided the icing on the cake to what was a very seamless application process As a resident I would recommend this service to those in need given certain financial circumstances ,"seamless application,financial circumstance",POSITIVE,information
I sought out an MS loan for the stressful transition between the MS and residency period It was a very smooth and efficient process My banker Mr Beller was present every step of the way keeping me updated and breast of the next steps I would highly recommend this to any MS student who needs some money to help during this stressful period ,"stressful transition,efficient process,next step,stressful period",POSITIVE,information
Great experience with Panacea In medical school I had applied for my first credit card I know for residency interviews and was rejected about times Since I have been weary of applying for and dealing with banks When in came to searching for loan at this time I had the idea to google physician loan because I had heard in past about certain companies that help physicians with home loans I needed a loan for that in between time of residency and attending while waiting for credentialing as well as some help re strategizing my credit card to get my finances in healthier shape and on right track I was attracted to Panacea because they looked at the whole picture and would would understand a physician debt income ratio My banker Raquel Powers was excellent and I would say immediate in getting back to me about questions documents needed etc and was always informative on the next step or timelines which is helpful I will return in the future and will recommend this to fellow residents ,"great experience,medical school,first credit,weary applying,certain company,healthier shape,right track,whole picture,back question,next step,helpful return,fellow resident",POSITIVE,information
This bank services are extremely good Their employer behaviour is also good ,good employer,POSITIVE,appreciation
Alex was great I appreciate his enthusiasm when he called to assist me with the process Clear terms Quick disbursement of funds Would recommend ,"great appreciate,clear term,quick disbursement",POSITIVE,appreciation
A fantastic organization Great customer support from beginning to end of the process The team are really informed and go the extra mile at every stage I would recommend them unreservedly ,"fantastic organization,great customer,extra mile",POSITIVE,appreciation
I shall highly recommend them They were very fast and easy to access My primary banker Alex guided me through each step of the process and not to mention how fast they processed my application The funds were available to me within minutes of approval ,"easy access,primary banker",POSITIVE,appreciation
Excellent experience with all individuals and processes ,"excellent experience,individual process",POSITIVE,appreciation
Incredibly professional kind and well informed The staff quickly responded to my emails and were very willing to help with any questions I had I would highly recommend this bank to any MSIV student who needs extra funds during this costly season of our career ,"professional kind,willing help,extra fund,costly season",NEGATIVE,information
Parker at Panacea Financial was great to work with and we had a great experience from start to finish ,"great work,great experience",POSITIVE,appreciation
My experience with Alex s assistance was awesome I couldn t have done it this quickly without his help I will be looking for him when I want do any other transaction at Panacea Financial ,alex assistance,POSITIVE,appreciation
